	id	title	all_artists	popularity	release_date	genre	danceability	energy	key	loudness	mode	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature
0	2KB8rqbA52HPAKBcutVp51	Nostalgi	Kapteinen	43	2023-06-23	{'norwegian pop rap', 'rogaland musikk'}	0.86	0.684	8	-5.593	0	0.0205	0.00266	0.0702	0.966	126.977	157087	4
1	3JtEochUrOXXcOBJ696kZb	Danse ligavell	Kapteinen	30	2021-01-15	{'norwegian pop rap', 'rogaland musikk'}	0.601	0.754	1	-7.655	1	0.00323	0.0	0.0683	0.603	184.11	192750	4
2	5XCjqm9GXkQtn2wia6O4c6	Bioshock Infinite - After You've Gone - Main Theme - Clean Sound	Geek Music	34	2019-04-05	{'theme'}	0.533	0.153	3	-13.275	1	0.953	2.95e-05	0.0949	0.387	84.118	175363	4
3	7LcfRTgAVTs5pQGEQgUEzN	"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"	Christina Aguilera	74	2010	{'dance pop', 'pop'}	0.722	0.758	11	-4.477	0	0.0111	0.0	0.308	0.62	128.047	201160	4
4	4h9wh7iOZ0GGn8QVp4RAOB	I Ain't Worried	OneRepublic	93	2022-05-13	{'piano rock', 'pop'}	0.704	0.797	0	-5.927	1	0.0826	0.000745	0.0546	0.825	139.994	148486	4
5	38YgZVHPWOWsKrsCXz6JyP	Come On Get Higher	Matt Nathanson	71	2007-01-01	{'acoustic pop', 'neo mellow'}	0.672	0.623	9	-5.699	1	0.241	0.0	0.0848	0.617	92.018	215173	4
6	0WSQkPcQlvwiBpvmOVpu7t	If I'm on the Late Side	Faces	45	1973	{'country rock', 'glam rock', 'classic rock', 'british blues', 'blues rock', 'roots rock', 'singer-songwriter', 'folk rock', 'psychedelic rock', 'protopunk'}	0.748	0.451	4	-10.601	1	0.517	0.00315	0.0766	0.7	109.672	159053	4
7	2zYzyRzz6pRmhPzyfMEC8s	Highway to Hell	AC/DC	87	1979-07-27	{'australian rock', 'hard rock', 'rock'}	0.574	0.913	6	-4.793	0	0.061	0.00158	0.156	0.423	115.728	208400	4
8	7fLTytvnvxy653VWxflTRf	Stay with Me	Faces	65	1971	{'country rock', 'glam rock', 'classic rock', 'british blues', 'blues rock', 'roots rock', 'singer-songwriter', 'folk rock', 'psychedelic rock', 'protopunk'}	0.458	0.869	9	-8.381	1	0.0969	0.0596	0.357	0.813	91.39	279360	4
9	2gFXQQ7dDY4lquHpUNeDTM	Debris	Faces	50	1971	{'country rock', 'glam rock', 'classic rock', 'british blues', 'blues rock', 'roots rock', 'singer-songwriter', 'folk rock', 'psychedelic rock', 'protopunk'}	0.571	0.628	5	-9.922	1	0.574	0.0123	0.0823	0.798	73.738	276427	4
10	2cX2coZS1PYBfPs8wgbdWE	More Than A Woman	Bee Gees	75	2020-12-11	{'soft rock', 'disco', 'mellow gold'}	0.601	0.703	7	-6.24	1	0.175	8.4e-05	0.571	0.673	106.164	196213	4
11	7vFv0yFGMJW3qVXbAd9BK9	Your Body Is a Wonderland	John Mayer	76	2001-08-16	{'singer-songwriter', 'neo mellow'}	0.647	0.729	5	-6.251	1	0.0206	0.0489	0.134	0.687	94.01	249627	4
12	0q21FNwES2bbtcduB6kjEU	Dancing in the Moonlight	King Harvest	77	1973-01-01	{'soft rock'}	0.657	0.435	10	-15.707	1	0.739	0.0	0.167	0.771	135.975	181133	4
13	08LimEnw9tyt5aWOfLqffE	Round and Round	Geowulf	24	2019-10-25	{'modern dream pop'}	0.495	0.693	11	-7.453	0	0.000937	0.0183	0.107	0.715	109.984	249573	4
14	3l9h9PUumj2eePGWjkxFR2	Frihet	Kapteinen	15	2023-01-27	{'norwegian pop rap', 'rogaland musikk'}	0.747	0.677	5	-6.657	1	0.0183	1.13e-06	0.167	0.646	109.992	180885	4
15	4E6cwWJWZw2zWf7VFbH7wf	Love Song	Sara Bareilles	75	2007-07-03	{'post-teen pop', 'neo mellow', 'lilith', 'pop rock', 'acoustic pop'}	0.583	0.786	2	-3.142	0	0.0208	0.0	0.188	0.573	123.055	258827	4
16	1TPQUbLZ5oF4yVYwXkIR2F	Hjerta i Stavanger	Kapteinen	32	2023-01-27	{'norwegian pop rap', 'rogaland musikk'}	0.458	0.686	6	-7.097	1	0.00115	0.0	0.113	0.81	155.958	228164	4
17	0JOD85cRNVI7qbLz8NBaQP	Labyrinth of Eden	Joe Hisaishi	39	2002-03-06	{'japanese classical', 'orchestral soundtrack', 'anime', 'japanese soundtrack', 'anime score'}	0.458	0.0875	0	-23.444	1	0.995	0.884	0.112	0.111	122.274	213773	3
18	5ixjZIEnQUAoVuCxaZPYQV	Superlim	Kapteinen	33	2022-10-28	{'norwegian pop rap', 'rogaland musikk'}	0.697	0.394	6	-8.636	1	0.442	3.09e-06	0.117	0.307	92.106	142716	4
19	2Bwxq0b6yTeQEmDjJ7odRC	Spøkelser	Kapteinen	24	2023-01-06	{'norwegian pop rap', 'rogaland musikk'}	0.752	0.768	1	-5.571	0	0.0175	0.0	0.0335	0.728	158.01	162153	4
20	3gdewACMIVMEWVbyb8O9sY	Rocket Man (I Think It's Going To Be A Long, Long Time)	Elton John	83	1972-05-19	{'glam rock', 'mellow gold', 'rock', 'piano rock'}	0.601	0.532	10	-9.119	1	0.432	6.25e-06	0.0925	0.341	136.571	281613	4
21	4Lun4dCF7S41uPvughSIM0	Føle meg bedre	Kapteinen	34	2022-05-06	{'norwegian pop rap', 'rogaland musikk'}	0.728	0.709	5	-10.038	1	0.0542	0.000331	0.0852	0.61	101.01	184900	4
22	4udQdukrhegqWhqdprQtbx	Summer Night	RIOPY	37	2019-09-27	{'neo-classical'}	0.451	0.113	4	-24.914	1	0.978	0.825	0.095	0.0807	80.017	310240	4
23	0feI2qZLlaapheeJeznYwZ	Paper Bag	O F F	53	2022-12-16	{'trap beats', 'lo-fi brasileiro'}	0.834	0.456	7	-10.803	1	0.959	0.937	0.114	0.429	90.012	154984	4
24	6ReTCbOAUbnKKVBY0ckJMS	Manhattan	Blossom Dearie	50	1958-01-01	{'vocal jazz'}	0.413	0.0342	8	-26.111	1	0.952	0.000314	0.127	0.177	102.662	259707	4
25	6DxP5I8SdtYtFPe7TvqHif	I Want You Tonight	Geowulf	28	2019-10-25	{'modern dream pop'}	0.544	0.68	11	-6.378	0	0.000362	0.000436	0.14	0.608	125.019	235800	4
26	6UnCGAEmrbGIOSmGRZQ1M2	Light On	Maggie Rogers	70	2019-01-18	{'indie pop'}	0.657	0.569	2	-6.287	1	0.201	1.38e-05	0.126	0.399	102.054	233880	4
27	4HfLQJtVT1KiX1eVedDyTm	Alaska	Maggie Rogers	72	2019-01-18	{'indie pop'}	0.847	0.386	9	-10.668	0	0.411	0.00176	0.108	0.178	104.001	188000	4
28	0OGo0CHKYXBzb9A9KdtQLz	Tout Doucement	Blossom Dearie	53	1957-04-01	{'vocal jazz'}	0.488	0.156	8	-17.617	1	0.89	0.0	0.14	0.379	96.576	143760	4
29	2TVxnKdb3tqe1nhQWwwZCO	Tiny Dancer	Elton John	79	1971-11-05	{'glam rock', 'mellow gold', 'rock', 'piano rock'}	0.414	0.428	0	-11.097	1	0.382	0.000243	0.148	0.282	145.075	377093	4
30	4bgfMOKbX5q7XHRECffBl5	And I Love You So	Don McLean	50	1992-01-01	{'soft rock', 'heartland rock', 'folk', 'classic rock', 'mellow gold', 'singer-songwriter', 'folk rock'}	0.31	0.187	11	-15.96	1	0.703	0.203	0.206	0.127	90.977	257693	4
31	3XHc3zwCmos6IAvbQVxdAz	Work in Progress	Geowulf	19	2018-02-16	{'modern dream pop'}	0.516	0.722	9	-5.639	0	0.00101	4.72e-06	0.0751	0.522	125.966	252147	4
32	2x1LQq8lsUzAA2wNj8yjC9	Pick Up the Pieces	Average White Band	59	1974	{'p funk', 'funk', 'disco', 'quiet storm', 'soul'}	0.768	0.853	10	-5.915	0	0.0548	0.13	0.0188	0.889	107.234	239908	4
33	7vY1aTvz9p5UzP7i514MWX	My Resignation	Geowulf	18	2019-10-25	{'modern dream pop'}	0.545	0.706	2	-6.563	1	0.024	0.00269	0.244	0.212	116.041	290813	4
34	3bGmob8nw4PPfOQTwIirIS	Drown	Geowulf	0	2022-04-01	{'modern dream pop'}	0.529	0.471	2	-11.701	1	0.0408	0.000448	0.139	0.338	84.084	244627	4
35	5co7SRip6NdL2iaytMDTY4	È la vita	Marco Armani	0	2017-11-03	{'classic italian pop'}	0.375	0.632	7	-8.741	1	0.376	0.0	0.155	0.541	188.093	251782	4
36	74JdR9aXE6I74oS1BVRsvb	O-o-h Child	The Five Stairsteps	68	2001-11-06	{'classic soul', 'motown', 'chicago soul'}	0.488	0.754	5	-7.95	0	0.00154	2.42e-05	0.678	0.664	88.368	197160	4
37	0NtyuUILV22rjcc7JiSFfA	Glad and Sorry	Faces	52	1973	{'country rock', 'glam rock', 'classic rock', 'british blues', 'blues rock', 'roots rock', 'singer-songwriter', 'folk rock', 'psychedelic rock', 'protopunk'}	0.572	0.484	4	-9.444	1	0.567	0.299	0.12	0.823	167.333	186827	4
38	50nfwKoDiSYg8zOCREWAm5	Shivers	Ed Sheeran	87	2021-10-29	{'singer-songwriter pop', 'uk pop', 'pop'}	0.788	0.859	2	-2.724	1	0.281	0.0	0.0424	0.822	141.02	207853	4
39	3EtIraJEHVSbBvLw5msioH	Northern Sky	Nick Drake	62	1970-03-06	{'singer-songwriter', 'melancholia', 'folk', 'british folk'}	0.53	0.264	5	-18.16	0	0.552	0.694	0.133	0.489	90.048	224013	4
40	5co4auGB54orUOkHsDnwUY	Sunrise	RIOPY	30	2018-02-02	{'neo-classical'}	0.144	0.424	5	-15.346	1	0.829	0.896	0.148	0.139	87.063	173093	4
41	5Hn2dUqSBV79DHbMuHI11h	La Vie	RIOPY	36	2018-02-02	{'neo-classical'}	0.225	0.163	7	-19.778	1	0.968	0.961	0.114	0.284	74.413	260307	4
42	5XEwkz6o2JWAQL9xmtJC3X	Changing Times	RIOPY	43	2021-06-04	{'neo-classical'}	0.423	0.418	2	-11.002	0	0.978	0.954	0.117	0.207	180.098	78000	4
43	0bAyAgDVR87QnXBucT1G8g	Abstinenser	Kapteinen	42	2020-07-03	{'norwegian pop rap', 'rogaland musikk'}	0.845	0.493	10	-8.73	1	0.137	0.0	0.0739	0.843	129.97	165750	4
44	5QUeSXjTMHbq1fW5da2waF	Place To Be	Nick Drake	63	1972-02-25	{'singer-songwriter', 'melancholia', 'folk', 'british folk'}	0.547	0.38	5	-9.521	1	0.865	0.152	0.107	0.395	83.579	160926	4
45	4KROoGIaPaR1pBHPnR3bwC	Pink Moon	Nick Drake	71	1972-02-25	{'singer-songwriter', 'melancholia', 'folk', 'british folk'}	0.642	0.427	3	-8.471	1	0.871	0.0904	0.124	0.404	82.344	124001	4
46	1fDsrQ23eTAVFElUMaf38X	American Pie	Don McLean	80	1971	{'soft rock', 'heartland rock', 'folk', 'classic rock', 'mellow gold', 'singer-songwriter', 'folk rock'}	0.531	0.481	4	-11.709	0	0.699	0.0	0.0842	0.491	138.45	516893	4
47	5PBcNzOndRqvRHcV7kUxl7	It's Alright	The Big Push	48	2019-03-29	set()	0.869	0.349	4	-7.421	1	0.624	0.0	0.128	0.725	114.105	205658	4
48	1Y9CNCm8icZUaMtQV29NpC	Lonely Leslie	Thomas Preber	44	2021-10-01	{'background piano'}	0.289	0.0982	9	-23.597	0	0.995	0.936	0.0918	0.106	84.064	159242	4
49	2fzRBJ6xbrHGyRCBR2fE9n	Love My Way	The Psychedelic Furs	0	2017-11-03	{'new romantic', 'new wave pop', 'new wave', 'post-punk'}	0.674	0.831	0	-7.282	1	0.0221	9.9e-05	0.107	0.606	126.075	213173	4
50	5qFRPfX8KnMsnlbNrjXxHR	Life of the Party	Sofia Mills	0	2021-11-19	set()	0.56	0.327	7	-8.815	1	0.419	6.87e-06	0.0831	0.202	78.004	256093	4
51	5E3P9e1hvjyIOlFyqNB5eD	Rich Girl	Daryl Hall & John Oates	69	2005-04-25	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'yacht rock', 'rock'}	0.598	0.643	5	-6.303	1	0.5	0.0	0.0435	0.823	167.971	144333	4
52	2I9zHCCeKJRKMgJ6UJFN9W	Coffee Breath	Sofia Mills	0	2018-03-08	set()	0.866	0.211	11	-12.676	0	0.974	0.0	0.0987	0.198	101.295	163902	4
53	65r94rVdiMwqXyQFEr3tqT	Resonance	Home	71	2014-07-01	set()	0.566	0.74	8	-8.614	1	0.0352	0.849	0.221	0.419	170.098	212881	5
54	2GjGgIfg5FqMJ0KQW8HVzV	Lady Lady Lady	Giorgio Moroder & Joe Esposito	0	2017-11-03	set()	0.503	0.528	4	-10.074	0	0.407	0.00217	0.272	0.398	83.578	255453	4
55	2MWOqewf5j0qf2b6S5J6cS	Marry Me	Train	69	2010-12-01	{'dance pop', 'pop rock', 'neo mellow', 'pop'}	0.461	0.267	0	-8.514	1	0.834	2.03e-05	0.107	0.481	87.918	205453	4
56	4oy98QoABnGKpvapDkI525	Turning Tables	Adele	66	2011-01-24	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.353	0.446	0	-6.044	0	0.95	1.35e-05	0.132	0.211	155.476	250000	4
57	2hKdd3qO7cWr2Jo0Bcs0MA	Drops of Jupiter (Tell Me)	Train	81	2001-03-27	{'dance pop', 'pop rock', 'neo mellow', 'pop'}	0.481	0.638	0	-5.862	1	0.153	0.0	0.154	0.497	79.064	259933	4
58	1eBhVFhD268KUfyCszShFC	All American Girl	Train	31	2003-06-03	{'dance pop', 'pop rock', 'neo mellow', 'pop'}	0.436	0.859	2	-3.421	1	0.0099	0.0	0.331	0.613	186.201	197627	4
59	3tjwjBfPO1pyjhnrI0J5Nq	Head First	Home	55	2016-02-26	set()	0.681	0.743	5	-9.897	0	0.000348	0.809	0.0958	0.426	133.997	213133	4
60	56pHllZT7QOacB0bP56ofx	Chasing Pavements	Adele	72	2008-01-28	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.616	0.47	5	-6.092	0	0.291	0.0	0.111	0.325	80.03	210507	4
61	4fIWvT19w9PR0VVBuPYpWA	Haven't Met You Yet	Michael Bublé	72	2009-10-06	{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}	0.615	0.733	8	-4.808	1	0.152	0.0	0.109	0.796	122.58	244587	4
62	4M9lfUgDeLHu1fL2ZxZSlu	Empire	Of Monsters and Men	55	2015-06-05	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.504	0.692	5	-6.32	0	0.000422	0.000761	0.0919	0.544	118.96	260413	4
63	2GCFcbxm61rSA8gzsDk6NJ	Hammer To Fall	Queen	48	1984-02-27	{'glam rock', 'classic rock', 'rock'}	0.41	0.675	9	-9.033	1	0.164	0.000396	0.103	0.566	128.495	266600	4
64	2dukVKfWRxfMnpZbLq7hEI	Building Bright	RIOPY	19	2021-06-04	{'neo-classical'}	0.57	0.444	3	-15.462	1	0.964	0.885	0.0975	0.469	119.993	156704	4
65	2VEsmoek0sol9MnJFyoG9e	Burnin' Up	Jonas Brothers	73	2008-08-12	{'boy band', 'pop'}	0.667	0.954	2	-3.462	1	0.0296	0.0	0.331	0.807	114.03	175093	4
66	5MTQbjkMmE6WsDQ8JlyEVo	Play My Music	Jonas Brothers	55	2008-01-01	{'boy band', 'pop'}	0.471	0.875	2	-3.499	1	0.000652	0.0	0.239	0.759	177.98	197507	4
67	5r8cnleYmzVjuLzVRQXqbW	Put Your Head on My Shoulder	Michael Bublé	44	2003	{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}	0.25	0.253	2	-13.568	1	0.78	0.000849	0.14	0.103	119.399	266867	4
68	2SjTIj7uS9Mi5vS6Ra5bOL	Washed Away	RIOPY	11	2012-05-01	{'neo-classical'}	0.357	0.0581	5	-21.675	1	0.99	0.931	0.0953	0.0762	66.243	153943	4
69	1GVXbkQGidWl3obKyq51b2	Drive	RIOPY	47	2018-02-02	{'neo-classical'}	0.298	0.48	8	-13.357	1	0.649	0.785	0.0964	0.417	94.209	305053	4
70	601KiLiZtBJRTXBrTjeieP	Ode to Viceroy	Mac DeMarco	0	2012-10-16	{'edmonton indie', 'lo-fi indie', 'pov: indie'}	0.514	0.632	2	-6.305	1	0.208	0.0132	0.115	0.31	94.569	233818	4
71	1JaA8uKEQy74uvouAQ8gBC	Magnetic North	Alestorm	0	2014-08-05	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.529	0.921	6	-4.454	0	0.000836	4.03e-06	0.103	0.495	122.0	226840	4
72	12IFfvwwQxi6brymsYvFJL	Satie: 3 Gymnopédies: No. 1, Lent et douloureux	Alexandre Tharaud	30	2020-10-23	{'early modern classical', 'french classical piano', 'early avant garde', 'impressionism', 'post-romantic era', 'classical', 'classical piano'}	0.589	0.00643	4	-32.69	0	0.995	0.942	0.0866	0.47	133.427	230147	4
73	4opgRBGGDePBULgTfwu0Xn	Flo	RIOPY	36	2019-09-27	{'neo-classical'}	0.5	0.0516	8	-24.682	1	0.986	0.901	0.136	0.0848	80.008	232893	4
74	2QSrwZ7iVknZgkfi4aD6cn	Saltwater	Geowulf	59	2018-02-16	{'modern dream pop'}	0.552	0.828	2	-5.811	1	0.0006	0.363	0.115	0.709	107.031	247280	4
75	3hwu7jZD2TjvWCeHzNlgSE	River Lea	Adele	58	2015-11-20	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.384	0.585	1	-5.588	1	0.0591	1.77e-06	0.116	0.252	82.378	225427	4
76	3NSXye5pZhOBpnJYKhwXi5	Open Me Up	Geowulf	0	2021-11-05	{'modern dream pop'}	0.608	0.448	9	-11.197	1	0.00808	0.0126	0.103	0.523	105.991	222120	4
77	3yUcJwYu7fXAfqMj9krY6l	Thank You	Dido	76	1999	{'dance pop', 'neo mellow', 'europop', 'lilith', 'pop rock'}	0.725	0.583	1	-9.942	0	0.3	0.000238	0.0665	0.762	79.984	218360	4
78	7iyd0aOJ2J54hENgLeGxCk	Stardust	Willie Nelson	46	1978-04-01	{'country rock', 'classic country pop', 'outlaw country', 'singer-songwriter', 'classic texas country', 'nashville sound', 'country'}	0.549	0.267	9	-12.382	0	0.881	0.0209	0.137	0.0993	144.546	230933	4
79	7gA5OQWsvAY7HhazroFuwI	Save Me, San Francisco	Train	55	2010-12-01	{'dance pop', 'pop rock', 'neo mellow', 'pop'}	0.639	0.938	2	-2.729	1	0.0531	0.0	0.617	0.886	112.012	249427	4
80	7FwBtcecmlpc1sLySPXeGE	Dancing In the Dark	Bruce Springsteen	82	1984-06-04	{'heartland rock', 'mellow gold', 'singer-songwriter', 'permanent wave', 'rock'}	0.527	0.942	1	-5.64	0	0.0115	0.0	0.188	0.495	148.723	241307	4
81	5FgPwJ7Nh2FVmIXviKl2VF	Make You Feel My Love	Adele	75	2008-01-28	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.317	0.172	10	-10.636	1	0.907	0.000383	0.105	0.0963	65.18	212040	3
82	4zXa17K83Pp6N2yXdVc2sv	You're The Best	"Joe ""Bean"" Esposito"	64	1984	set()	0.571	0.863	4	-7.661	0	0.257	0.0	0.532	0.782	94.299	179667	4
83	05TOt5Vz4StdjMpEdFPlvB	All I Ask	Adele	72	2015-11-20	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.591	0.28	4	-5.494	1	0.889	0.0	0.124	0.348	141.916	271800	4
84	2G5J8DMmlUiPTEltrOWYd1	Sweet dream	RIOPY	0	2021-07-02	{'neo-classical'}	0.289	0.0937	1	-20.273	1	0.986	0.866	0.0885	0.168	87.279	197573	4
85	75JFxkI2RXiU7L9VXzMkle	The Scientist	Coldplay	87	2002-08-08	{'permanent wave', 'pop'}	0.557	0.442	5	-7.224	1	0.731	1.46e-05	0.11	0.213	146.277	309600	4
86	1aayZc3JciIs2GhZcSlCrw	We're Finally Landing	Home	63	2014-12-28	set()	0.481	0.546	2	-13.266	1	0.052	0.0263	0.454	0.072	180.047	272039	4
87	1bhpub6BolgKXDD7iMkYTZ	Wolves Without Teeth	Of Monsters and Men	56	2015-06-05	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.362	0.72	11	-6.169	0	0.00108	0.000417	0.332	0.436	135.637	232973	5
88	7GgWAITsYJaRM3r50rfh5w	When We Were Young	Adele	76	2015-11-20	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.376	0.595	3	-5.936	1	0.303	0.0	0.095	0.265	144.361	290900	4
89	5lwQGZYF4BXOzFtXc5zk8q	"Head Over Heels - Dave Bascombe 7"" N.Mix"	Dave Bascombe	73	1985-02-25	{'new wave', 'new romantic', 'permanent wave', 'synthpop', 'sophisti-pop', 'new wave pop', 'rock'}	0.623	0.739	7	-8.116	1	0.338	1.88e-05	0.109	0.642	95.007	257316	4
90	2QfiRTz5Yc8DdShCxG1tB2	Johnny B. Goode	Chuck Berry	79	1959-07-01	{'classic rock', 'blues rock', 'rockabilly', 'rock-and-roll', 'soul', 'blues', 'rock'}	0.534	0.803	10	-9.129	1	0.741	6.07e-05	0.307	0.969	167.983	161560	4
91	5HF5PRNJ8KGtbzNPPc93tG	King And Lionheart	Of Monsters and Men	53	2012-01-01	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.52	0.655	3	-6.516	1	0.104	0.00347	0.124	0.289	126.593	273853	4
92	60ZGteAEtPCnGE6zevgUcd	Mountain Sound	Of Monsters and Men	67	2012-01-01	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.379	0.879	1	-4.336	0	0.0421	0.00449	0.146	0.37	102.021	211453	4
93	54OBgO0Xwu20Jak9TMXbR7	Wellerman - Sea Shanty	Nathan Evans	76	2021-01-21	set()	0.675	0.359	3	-5.157	1	0.614	0.0	0.137	0.792	191.903	155333	4
94	1hjW0eqVruLkpT4EOj3rBG	No Grave But The Sea	Alestorm	0	2017-05-26	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.549	0.974	10	-3.757	0	3.91e-05	2.3e-05	0.112	0.717	140.073	209787	4
95	7N3PAbqfTjSEU1edb2tY8j	Jump - 2015 Remaster	Van Halen	82	1984-01-04	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.572	0.835	0	-6.219	1	0.171	0.000377	0.0702	0.795	129.981	241600	4
96	0dfAHJmRg7JtCbitsageQG	Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)	Martin Stadtfeld	52	2019-11-08	{'early music', 'german baroque', 'english baroque', 'baroque', 'classical', 'german classical piano', 'classical piano'}	0.253	0.0272	5	-31.271	1	0.993	0.916	0.0979	0.125	68.211	268000	4
97	2oaK4JLVnmRGIO9ytBE1bt	Dark Necessities	Red Hot Chili Peppers	75	2016-06-17	{'funk rock', 'alternative rock', 'funk metal', 'permanent wave', 'rock'}	0.7	0.742	5	-6.777	0	0.0722	0.0199	0.11	0.197	91.959	302000	4
98	2aibwv5hGXSgw7Yru8IYTO	Snow (Hey Oh)	Red Hot Chili Peppers	81	2006-05-09	{'funk rock', 'alternative rock', 'funk metal', 'permanent wave', 'rock'}	0.427	0.9	11	-3.674	1	0.116	1.75e-05	0.119	0.599	104.655	334667	4
99	6bruC2yqRBjAczjLkJoD0l	Echidna's Parade	Alan Gogoll	36	2019-04-02	{'tassie indie'}	0.501	0.169	2	-16.59	1	0.936	0.937	0.111	0.344	108.735	265601	4
100	4U45aEWtQhrm8A5mxPaFZ7	Vienna	Billy Joel	81	1977	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'piano rock', 'rock'}	0.532	0.495	10	-6.662	1	0.659	0.0	0.0754	0.308	124.936	214240	4
101	0Im4n5Ty21axN6iADQQVIm	Also sprach Zarathustra, Op. 30: Prelude (Sunrise)	Chicago Symphony Orchestra	0	2014-06-02	{'avant-garde', 'early modern classical', 'classical performance', 'orchestra', 'post-romantic era', 'classical', 'contemporary classical', 'serialism', 'german romanticism', 'acousmatic', 'orchestral performance', 'american orchestra'}	0.128	0.0669	0	-18.651	1	0.258	0.753	0.106	0.0886	88.846	121933	4
