	id	title	all_artists	popularity	release_date	genre	danceability	energy	key	loudness	mode	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature
288	6gXrEUzibufX9xYPk3HD5p	Life in the Fast Lane - 2013 Remaster	Eagles	75	1976-12-08	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'yacht rock', 'rock'}	0.667	0.755	9	-7.246	1	0.0966	6.94e-05	0.0523	0.883	109.535	286220	4
289	4yugZvBYaoREkJKtbG08Qr	Take It Easy - 2013 Remaster	Eagles	82	1972-06-01	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'yacht rock', 'rock'}	0.575	0.67	7	-10.39	1	0.343	4.95e-06	0.129	0.74	139.191	211578	4
290	40riOy7x9W7GXjyGp4pjAv	Hotel California - 2013 Remaster	Eagles	86	1976-12-08	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'yacht rock', 'rock'}	0.579	0.508	2	-9.484	1	0.00574	0.000494	0.0575	0.609	147.125	391376	4
291	3CKCZ9pfwAfoMZlMncA1Nc	Set Fire to the Rain	Adele	2	2011-01-19	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.61	0.683	2	-3.879	0	0.00382	1.79e-06	0.125	0.466	108.003	241693	4
292	1CkvWZme3pRgbzaxZnTl5X	Rolling in the Deep	Adele	1	2011-01-19	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.729	0.756	8	-5.119	1	0.131	0.0	0.0527	0.522	104.945	228293	4
293	4gvea7UlDkAvsJBPZAd4oB	The Boys Of Summer	Don Henley	80	1984-11-19	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'yacht rock'}	0.516	0.549	6	-13.741	1	0.501	0.00572	0.184	0.907	176.941	288733	4
294	78WVLOP9pN0G3gRLFy1rAa	Piano Man	Billy Joel	64	1973-11-09	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'piano rock', 'rock'}	0.334	0.477	0	-8.806	1	0.618	4.17e-06	0.312	0.405	179.239	336200	3
295	37A5wFomo4EVz5tGInAynI	Finish What Ya Started	Van Halen	49	1988-05-24	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.779	0.799	9	-14.766	1	0.55	0.000404	0.0575	0.964	125.148	263133	4
296	4kflIGfjdZJW4ot2ioixTB	Someone Like You	Adele	4	2011-01-19	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.559	0.33	9	-8.251	1	0.892	0.0	0.0975	0.285	135.109	285040	4
297	43DeSV93pJPT4lCZaWZ6b1	The Boys Are Back In Town	Thin Lizzy	77	1976	{'classic rock', 'album rock', 'blues rock', 'hard rock', 'metal', 'irish rock', 'rock', 'glam metal'}	0.445	0.706	8	-9.803	1	0.234	0.000252	0.205	0.768	80.823	266720	4
298	36vTL8WP4ZoD1bbUaW0V3E	Bad Company - 2015 Remaster	Bad Company	64	1974	{'soft rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'hard rock', 'southern rock', 'rock', 'glam metal'}	0.545	0.467	8	-10.862	1	0.491	0.175	0.0805	0.444	113.713	288053	4
299	5Wp3C9FUUVJjG3OKNBcbNv	Source of Infection	Van Halen	32	1988-05-24	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.294	0.951	1	-13.094	1	0.00494	0.0223	0.149	0.0588	131.524	239533	4
300	6f0OJfSNe8t5RAhTUtHAbb	Cabo Wabo	Van Halen	42	1988-05-24	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.324	0.7	9	-12.749	1	0.393	1.57e-05	0.121	0.596	86.737	422267	4
301	4r9hiElqKWMPT4Z3vN2exq	A Lovely Night	Emma Stone	66	2016-12-09	{'hollywood'}	0.364	0.478	7	-8.645	1	0.299	0.0015	0.124	0.493	134.551	236507	4
302	70RecAVg5QudOXfJs64sM5	Planetarium	Justin Hurwitz	60	2016-12-09	{'hollywood', 'movie tunes'}	0.248	0.142	7	-15.443	1	0.92	0.733	0.548	0.0439	128.841	257280	4
303	4f6PUDRYJI51UrZy0jDAxD	Herman’s Habit	Justin Hurwitz	58	2016-12-09	{'hollywood', 'movie tunes'}	0.588	0.593	8	-9.448	1	0.0634	0.889	0.214	0.668	123.678	111613	4
304	4S3DXtdTdgOIezKgu8DR0M	Summer Montage / Madeline	Justin Hurwitz	57	2016-12-09	{'hollywood', 'movie tunes'}	0.596	0.502	7	-6.783	1	0.113	0.797	0.264	0.653	107.719	124640	4
305	6KCjY5kHvgWaWcAV6BBzxO	The Battle of Evermore - Remaster	Led Zeppelin	54	1971-11-08	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.42	0.662	4	-9.828	0	0.656	0.000423	0.096	0.378	147.949	351678	4
306	1YVc2NJBwOtAebQiSUbt5T	Going to California - Remaster	Led Zeppelin	55	1971-11-08	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.503	0.265	2	-15.913	1	0.943	0.045	0.0867	0.522	78.044	212161	4
307	5REiwJZQboaDdAnDf8ljhs	Some Day Soon	Alexi Murdoch	44	2011-03-08	{'indie folk', 'acoustic pop', 'british singer-songwriter'}	0.593	0.554	4	-12.187	1	0.931	0.888	0.0918	0.416	92.861	287800	4
308	0VZEHM4h252BGh5P0N7MS5	"Overture - From ""Whiplash"""	Justin Hurwitz	0	2014-10-06	{'hollywood', 'movie tunes'}	0.506	0.718	5	-9.841	0	0.117	0.179	0.121	0.684	136.306	199389	3
309	1y5pLcNPeR9xhZxF7GE55J	Whiplash	Hank Levy	0	2014-10-06	set()	0.591	0.767	5	-4.673	1	0.396	0.586	0.265	0.869	107.577	115289	4
310	0kVxfGKCZll6kkpk59066V	The Light (Her Hands Were Leaves)	Alexi Murdoch	29	2011-03-08	{'indie folk', 'acoustic pop', 'british singer-songwriter'}	0.449	0.211	5	-16.212	1	0.908	0.774	0.185	0.0527	84.582	290400	4
311	6Nm7N1FI8wGgteRftjsX53	Song For You	Alexi Murdoch	31	2006-06-06	{'indie folk', 'acoustic pop', 'british singer-songwriter'}	0.603	0.296	4	-14.061	1	0.815	0.173	0.113	0.385	143.887	278107	4
312	51ChrwmUPDJvedPQnIU8Ls	Dive	Ed Sheeran	75	2017-03-03	{'singer-songwriter pop', 'uk pop', 'pop'}	0.761	0.386	4	-6.158	1	0.355	0.0	0.0953	0.526	134.943	238440	3
313	22iLGZ7ugHpKq8kn2eCtQG	Posters	Jack Johnson	0	2011-04-12	{'neo mellow'}	0.736	0.41	4	-11.49	1	0.481	0.0278	0.115	0.67	165.141	198120	4
314	5HDPtsnyb3maFmPL8LLUTG	New Man	Ed Sheeran	65	2017-03-03	{'singer-songwriter pop', 'uk pop', 'pop'}	0.78	0.745	7	-3.97	1	0.0559	0.0	0.0595	0.862	94.026	189280	4
315	6VtN9E9WbYtjLnJwZO3MER	Play That Funky Music	David Sanborn	18	2006-06-13	{'jazz funk', 'smooth jazz', 'modern big band', 'smooth saxophone', 'jazz orchestra', 'jazz saxophone', 'big band'}	0.76	0.905	0	-4.446	1	0.122	0.8	0.046	0.652	110.977	373280	4
316	6O1Wq633TG4EGDPbVZW7YU	Hunting Wabbits	Gordon Goodwin's Big Phat Band	28	2003-09-23	{'jazz orchestra', 'big band', 'modern big band'}	0.664	0.537	0	-4.087	0	0.719	0.846	0.0581	0.449	158.207	380867	4
317	3MmtFohpZUmEzwUQgJvg0I	The Jazz Police	Gordon Goodwin's Big Phat Band	36	2003-09-23	{'jazz orchestra', 'big band', 'modern big band'}	0.551	0.918	5	-0.837	1	0.121	0.578	0.0723	0.557	169.819	319173	4
318	5BRipbXVxysFmKUdu8tLZK	Count Bubba	Gordon Goodwin's Big Phat Band	32	2001-01-23	{'jazz orchestra', 'big band', 'modern big band'}	0.667	0.528	5	-5.725	0	0.472	0.656	0.138	0.554	91.316	453333	4
319	3vqlZUIT3rEmLaYKDBfb4Q	Isn't She Lovely	Stevie Wonder	0	1976-09-28	{'motown', 'soul'}	0.485	0.82	1	-6.887	0	0.18	0.00411	0.328	0.817	118.643	394267	4
320	2l1zQCCLwSa7R7GUgNJnlX	That Wasn't Me	Brandi Carlile	0	2012-04-03	{'modern folk rock', 'folk', 'ectofolk', 'indie folk', 'lilith', 'new americana', 'acoustic pop'}	0.543	0.327	9	-6.813	1	0.785	0.0	0.0888	0.249	135.257	222293	3
321	2oGtIqSqW7lEPKn5lIIQeS	Lakehouse	Of Monsters and Men	44	2012-01-01	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.434	0.507	7	-6.627	1	0.0098	0.023	0.0963	0.15	110.066	275187	4
322	6ThrnYkLPlKar6dUIggR6Q	Be Like You	Ed Sheeran	42	2014-06-23	{'singer-songwriter pop', 'uk pop', 'pop'}	0.671	0.388	11	-6.516	1	0.715	0.0	0.192	0.59	105.869	218373	4
323	0hHTTR3J3396GyeWFvFBfh	The Next Level	Gerald Albright	12	2002-01-01	{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}	0.724	0.878	5	-5.683	1	0.308	0.87	0.316	0.903	100.005	283173	4
324	6Ac4NVYYl2U73QiTt11ZKd	Hooked On A Feeling	Björn Skifs	76	1973-04-01	{'classic swedish pop'}	0.547	0.82	8	-6.728	1	0.261	0.0	0.3	0.933	118.208	172867	4
325	4I7VRMbaqi6GdSkaSxe1he	Fire Alarms	Ed Sheeran	40	2014-06-23	{'singer-songwriter pop', 'uk pop', 'pop'}	0.602	0.286	3	-9.886	1	0.772	0.0	0.162	0.379	102.009	144013	4
326	4zPDjRgceGrR0Sm54YDTTf	Autumn Nocturne	Lou Donaldson	57	1958	{'hard bop', 'soul jazz', 'bebop', 'jazz saxophone'}	0.539	0.0678	0	-18.039	1	0.967	0.168	0.114	0.263	124.105	294667	4
327	711WfDztCZpnmJg7Uvwod3	No Hard Feelings	The Avett Brothers	56	2016-06-24	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.485	0.319	5	-8.525	1	0.686	2.81e-05	0.117	0.195	142.119	314680	3
328	5lEp8MBQCQXxNQpKjbrM8d	Shipwrecked	Alestorm	0	2011-06-14	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.574	0.976	5	-4.624	0	5.82e-05	6.16e-05	0.105	0.618	105.034	210573	4
329	196FnomJI3OvKmLy6PyFWk	My Testimony	Marvin Sapp	46	2012-03-30	{'gospel'}	0.454	0.381	5	-9.132	0	0.685	1.39e-05	0.0988	0.163	109.743	625293	4
330	7KJ3nYbH2T7nJ0Viwl67bx	September	Gordon Goodwin's Big Phat Band	17	2008-09-30	{'jazz orchestra', 'big band', 'modern big band'}	0.815	0.61	2	-4.902	0	0.407	4.49e-06	0.0377	0.933	128.0	270640	4
331	0xCA70t1ZA4fa9UOE0lIJm	I'm a Mess	Ed Sheeran	65	2014-06-21	{'singer-songwriter pop', 'uk pop', 'pop'}	0.697	0.377	3	-7.755	1	0.556	0.0	0.0999	0.336	138.754	244573	4
332	5smXYECnd8cqQrCaEKyvc3	I Stand Accused	Gerald Albright	7	2008-01-01	{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}	0.629	0.516	5	-5.891	1	0.58	0.696	0.122	0.326	125.897	310307	3
333	7fAsAJyr2vrgEugz9el8d6	Act Your Age	Gordon Goodwin's Big Phat Band	23	2008-09-30	{'jazz orchestra', 'big band', 'modern big band'}	0.837	0.711	0	-5.246	0	0.252	0.607	0.0808	0.883	125.99	348907	4
334	0iRybLKiytzp6q7gFe1BXx	Wagner: Tannhäuser: Overture	Oslo Philharmonic Orchestra	24	2005-11-25	{'classical performance', 'late romantic era', 'orchestra', 'classical', 'german romanticism', 'german opera', 'nordic orchestra', 'orchestral performance'}	0.139	0.105	4	-16.685	1	0.935	0.916	0.0668	0.0472	86.234	828800	4
335	2LqV2d9yAVyCMRO7EQWvmi	You've Got A Friend In Me	Tom Scott	0	1999-01-01	{'smooth jazz', 'jazz funk'}	0.565	0.5	9	-8.6	1	0.28	0.743	0.127	0.693	133.107	177693	4
336	6B6C1OC9RUvrvBECPWtAZo	February Seven	The Avett Brothers	54	2012-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.512	0.465	4	-7.144	1	0.0591	3.08e-05	0.112	0.267	137.892	255013	4
337	29ik9cmDBUOv4qjhEuFF53	Last Sun	Fjordne	18	2009-12-15	{'compositional ambient'}	0.506	0.362	0	-11.284	1	0.917	0.831	0.122	0.112	74.985	307200	3
338	3tSZoQUyRQ6fQqOogvZOtX	Enemy	Jack Johnson	41	2008	{'neo mellow'}	0.718	0.26	5	-13.464	1	0.666	0.0102	0.0988	0.434	116.616	228480	4
339	40vchayv9Vsd9SzRYs4yrE	St. Joseph's	The Avett Brothers	31	2008-07-22	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.466	0.11	11	-11.376	1	0.856	0.00585	0.0995	0.22	157.104	202333	4
340	6rK27cC9hX0e1Chrnxo9Vn	My Romance - Rudy Van Gelder Remaster	Gene Ammons	54	2006-01-01	{'jazz saxophone', 'soul jazz'}	0.519	0.0422	1	-10.778	1	0.966	0.929	0.124	0.397	130.436	252947	3
341	7Kc85wFZ9UBoGEBCtGrQnK	Minsoldat (My Soldier)	Kristian Leth	0	2013-06-25	{'danish indie', 'swedish jazz', 'danish jazz', 'german jazz', 'jazz saxophone'}	0.461	0.192	5	-12.535	0	0.945	0.844	0.12	0.34	67.011	506320	4
342	6f6OQJv9qjqyJq9NHin45n	Blue Ballad	Space Jazz Trio	41	2011-09-19	{'jazz saxophone', 'contemporary post-bop'}	0.47	0.156	2	-17.036	1	0.623	0.187	0.104	0.059	118.176	394920	4
343	4TPDqoA9k7jFtdigCgM2VT	Let's Love	Echosmith	35	2013-10-04	{'indie poptimism', 'viral pop', 'electropop'}	0.513	0.906	0	-4.151	1	0.000205	4.9e-05	0.204	0.556	147.967	182787	4
344	7y1H8805NI8tN4aQpOpM6v	Inaudible Melodies	Jack Johnson	0	2011-04-12	{'neo mellow'}	0.811	0.289	6	-13.92	1	0.605	0.0288	0.133	0.35	142.97	218973	4
345	2vyWFovtrd43gdcirx4anV	Bubble Toes	Jack Johnson	0	2011-04-12	{'neo mellow'}	0.605	0.515	7	-11.353	1	0.67	0.03	0.374	0.689	94.123	239413	4
346	0A2J5TumCpT4aJVvQHNEQW	One	Ed Sheeran	44	2013	{'singer-songwriter pop', 'uk pop', 'pop'}	0.464	0.321	2	-11.12	1	0.877	0.0	0.0789	0.306	93.528	252760	4
347	7MapZTlRqFfUteNcghsTwf	Keep Your Head Up	Andy Grammer	1	2011-01-01	{'post-teen pop', 'neo mellow'}	0.666	0.78	7	-5.177	1	0.044	0.0	0.128	0.795	90.004	190480	4
348	3iFICw91huq0cAMmrdl0pO	Orange Sky	Alexi Murdoch	25	2004-03-30	{'indie folk', 'acoustic pop', 'british singer-songwriter'}	0.708	0.246	2	-15.409	1	0.754	0.0316	0.103	0.151	124.921	378000	4
349	6JXGqMLXr0WhiJ6rtI8S4W	Hammerhead	Jeff Beck	37	2010-03-10	{'jazz fusion', 'symphonic rock', 'album rock', 'british blues', 'classic rock', 'blues rock', 'instrumental rock', 'hard rock', 'electric blues', 'art rock', 'blues', 'progressive rock'}	0.299	0.715	7	-4.575	1	0.00629	0.483	0.233	0.348	112.608	255320	4
350	1J4YoubtTxLuoKBzRIzHvv	Taylor	Jack Johnson	65	2003-01-01	{'neo mellow'}	0.805	0.729	0	-7.94	1	0.147	0.0422	0.104	0.569	174.189	239280	4
351	36lV4io8Gc69fDinNaazAg	The Weight of Lies	The Avett Brothers	48	2007-05-15	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.591	0.411	9	-7.496	1	0.713	0.0	0.115	0.454	153.616	269680	4
352	1gcuhZPKmTYvn5VT5EZLR6	Cheek To Cheek	Louis Armstrong	0	1956-01-01	{'swing', 'jazz blues', 'dixieland', 'adult standards', 'vocal jazz', 'new orleans jazz', 'jazz', 'harlem renaissance', 'soul', 'jazz trumpet'}	0.654	0.311	0	-13.314	1	0.595	0.0	0.125	0.677	122.167	353267	4
353	6pKA3P1JERZutikZtZpoUo	Keelhauled	Alestorm	0	2009-06-02	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.476	0.967	10	-3.255	0	0.000767	0.0	0.297	0.575	110.057	222253	4
354	4hImrvUZbnx5kUl8MouTnd	Winelight	Gerald Albright	35	2006-07-18	{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}	0.776	0.786	5	-6.976	0	0.208	0.839	0.11	0.669	98.998	352573	4
355	0T3BWG8ATOzqNhEqWXDA2u	La traviata / Act 1: Libiamo ne'lieti calici (Brindisi) - Remastered 2013	Richard Bonynge	17	2013-01-01	{'canzone napoletana', 'classical tenor', 'classical performance', 'late romantic era', 'italian opera', 'opera', 'orchestra', 'classical', 'classical soprano', 'opera chorus', 'italian tenor', 'italian romanticism', 'operatic pop'}	0.39	0.243	10	-16.106	1	0.966	1.19e-06	0.103	0.211	109.217	172594	1
356	1NHxzKEcrEJWjcYSS771MD	Ain't No Stoppin'	Gerald Albright	22	2002-01-01	{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}	0.826	0.778	0	-5.408	1	0.153	0.873	0.0589	0.908	104.027	259760	4
357	1ZxZ0Ggj3vBk5MyY6HmYIe	Walker's Theme	Gerald Albright	19	2004-01-01	{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}	0.859	0.66	8	-5.752	1	0.0331	0.862	0.0659	0.863	107.023	241227	4
358	4T6HLdP6OcAtqC6tGnQelG	Everything	Michael Bublé	72	2007-04-30	{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}	0.686	0.688	6	-4.981	0	0.39	1.03e-06	0.0924	0.493	123.125	212373	4
359	69COhVyyVQ1zqgx7PG1J4X	Pythodd	Pat LaBarbera, Clay Jenkins,Joe LaBarbera, Bill Cunliffe, Larry Koonse, Bob Sheppard, Scott Breadman, Kim Richmond, Andy Martin, Bob McChesney, Bob Carr, Wayne Bergeron	0	2005-01-01	{'jazz orchestra'}	0.477	0.395	0	-10.719	1	0.602	0.0428	0.13	0.418	149.74	521587	4
360	0Vwfd6fxFrL3kCnZSJ9vid	Sloppy Seconds	Watsky	0	2013-01-01	{'abstract hip hop', 'comic', 'indie pop rap', 'nerdcore'}	0.74	0.716	6	-5.796	0	0.207	3.51e-06	0.0926	0.804	117.977	245933	4
361	3oRLZ8I6wjEhY31iA60eF2	Moral Of The Story	Watsky	0	2013-01-01	{'abstract hip hop', 'comic', 'indie pop rap', 'nerdcore'}	0.708	0.624	3	-5.721	0	0.0704	0.0	0.161	0.502	78.028	240080	4
362	2LI5vZrnjTHDsxAln9HS1L	Paranoia in B Major	The Avett Brothers	0	2007-05-15	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.54	0.556	10	-6.822	1	0.232	7.75e-06	0.143	0.386	123.361	217840	4
363	5l7Q94k7cRe6c7tW2Lrz2i	Klimbim	Don Ross	26	1999-01-01	{'fingerstyle'}	0.549	0.37	11	-14.635	1	0.746	0.908	0.0977	0.558	125.716	295267	4
364	4VywXu6umkIQ2OS0m1I79y	Better Together	Jack Johnson	73	2005-01-01	{'neo mellow'}	0.868	0.347	5	-9.529	1	0.308	2e-05	0.11	0.659	110.059	207680	4
365	1WpA4BqLlTmSM3EleKZUrJ	Arkham City Main Theme	Nick Arundel	0	2011-10-18	{'scorecore', 'video game music'}	0.219	0.535	1	-13.862	1	0.449	0.667	0.0863	0.0788	94.965	167560	4
366	3kb72STxc2959ZqsTwu52i	Ain't No Rest for the Wicked	Cage The Elephant	4	2009-03-27	{'pov: indie', 'modern rock', 'modern alternative rock', 'punk blues', 'rock'}	0.634	0.849	0	-7.075	1	0.0438	0.0	0.363	0.919	156.004	175493	4
367	34gCuhDGsG4bRPIf9bb02f	Thinking out Loud	Ed Sheeran	85	2014-06-21	{'singer-songwriter pop', 'uk pop', 'pop'}	0.781	0.445	2	-6.061	1	0.474	0.0	0.184	0.591	78.998	281560	4
368	5pY3ovFxbvAg7reGZjJQSp	I See Fire	Ed Sheeran	0	2014-06-21	{'singer-songwriter pop', 'uk pop', 'pop'}	0.641	0.176	6	-11.692	1	0.638	5.14e-06	0.252	0.297	76.031	299147	4
369	5iMxDF2raUj6GDhiC8KwfE	Shame	The Avett Brothers	43	2007-05-15	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.516	0.425	8	-5.503	1	0.546	0.0	0.171	0.303	143.155	233853	4
370	0MGMZ1413F9obd1qt4vkhy	Ten Thousand Words	The Avett Brothers	46	2009-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.479	0.29	7	-12.079	1	0.849	0.000331	0.112	0.374	154.14	336000	4
371	0h14S2lgy1eZDwWdxdFZU2	Through My Prayers	The Avett Brothers	29	2012-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.383	0.133	3	-14.795	1	0.906	0.0138	0.106	0.163	141.333	250787	3
372	3MNLGdROFozmA7rRmXkDuG	Never Been Alive	The Avett Brothers	20	2013-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.514	0.374	7	-8.094	1	0.336	5.92e-05	0.142	0.362	106.322	190813	3
373	78NnAw2qrlMrsedXLWLsYj	Laundry Room	The Avett Brothers	54	2009-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.363	0.498	11	-8.032	1	0.472	0.000197	0.164	0.34	149.239	291360	4
374	7yqO8vYeyf8ahnLj9vOZ4G	Life	The Avett Brothers	40	2012-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.435	0.235	11	-12.235	1	0.457	0.000155	0.112	0.188	134.588	224133	4
375	3a2tuvXCHbW5nuUckuHkKT	Little Talks	Of Monsters and Men	57	2012-01-01	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.445	0.757	1	-5.177	1	0.0206	0.0	0.146	0.421	102.878	266600	4
376	3qYHt5k0C9xbZf5lwzXsuD	A Fathers First Spring	The Avett Brothers	32	2012-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.375	0.368	11	-10.39	1	0.524	2.49e-06	0.139	0.272	154.275	245947	3
377	7CEV9VwA8XO9wwxTXgYKvY	I And Love And You	The Avett Brothers	62	2009-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.424	0.264	2	-9.984	1	0.831	7.08e-05	0.0763	0.169	139.593	300840	4
378	3U4isOIWM3VvDubwSI3y7a	All of Me	John Legend	87	2013-08-30	{'urban contemporary', 'neo soul', 'pop soul', 'pop'}	0.422	0.264	8	-7.064	1	0.922	0.0	0.132	0.331	119.93	269560	4
379	5Y0gExEXQaz6fVTOKoqZE2	Sinfonia Concertante in E-Flat Major for Violin, Viola and Orchestra, K. 364: III. Presto	Orpheus Chamber Orchestra	0	2014-06-02	{'classical performance', 'classical', 'chamber orchestra', 'classical era', 'instrumental bluegrass', 'american orchestra'}	0.479	0.0912	3	-22.229	1	0.966	0.635	0.176	0.559	79.43	378627	4
380	27DZUZNWPahMtPzJAVE2jd	Bring Your Love To Me	The Avett Brothers	38	2013-01-01	{'north carolina indie', 'indie folk', 'stomp and holler', 'new americana', 'progressive bluegrass', 'north carolina roots'}	0.506	0.355	2	-9.044	1	0.319	1.13e-05	0.192	0.153	129.351	223573	4
